6193,01,19,27.98,1,27,15,50.7,4.74
6226,01,19,48.29,0,00,30,32.4,5.87
6242,01,20,04.92,1,58,13,53.8,4.95
6261,01,20,19.45,1,77,34,13.7,6.31
6272,01,20,27.84,0,11,14,19.7,6.16
6283,01,20,34.57,0,03,14,49.2,6.26
6312,01,21,05.19,1,64,39,29.5,6.33
6315,01,21,07.35,1,28,44,18.2,5.23
6378,01,21,58.94,1,76,14,20.0,6.37
6411,01,22,20.39,1,45,31,43.5,4.87
6427,01,22,30.52,0,19,04,51.8,6.35
6432,01,22,36.91,1,01,43,35.2,6.21
6486,01,23,21.27,1,58,08,35.6,6.36
6492,01,23,24.95,1,20,28,08.4,5.97
6502,01,23,30.97,0,30,56,43.8,5.84
6512,01,23,37.31,1,34,14,44.2,6.28
6514,01,23,40.56,1,37,42,54.0,5.6
6522,01,23,46.82,1,78,43,33.8,6.07
6537,01,24,01.45,0,08,10,57.9,3.6
6539,01,24,02.43,0,08,00,26.1,6.21
6564,01,24,20.48,0,06,54,52.8,5.92
6589,01,24,39.91,0,15,39,37.5,6.17
6592,01,24,40.77,0,41,29,32.9,5.42
6595,01,24,41.92,0,44,31,42.7,6.26
6605,01,24,48.67,0,02,50,54.7,6.17
6631,01,25,05.28,0,64,22,10.0,5.92
6669,01,25,35.66,1,23,30,41.7,6.18
6670,01,25,37.21,0,14,35,55.5,4.9
6685,01,25,46.30,1,70,58,47.7,6.34
6686,01,25,48.60,1,60,14,07.5,2.66
6692,01,25,55.90,1,68,07,47.8,4.72
6702,01,26,08.62,1,34,34,47.7,6.34
6706,01,26,15.28,1,19,10,20.4,5.35
6711,01,26,18.60,1,43,27,28.4,5.98
6714,01,26,23.56,1,20,04,15.2,6.44
6717,01,26,27.32,0,00,23,56.3,6.42
6732,01,26,41.65,1,19,14,26.0,5.5
6748,01,26,51.56,0,13,03,23.5,5.51
6776,01,27,06.21,1,34,22,39.3,6.27
6789,01,27,23.31,0,22,20,16.9,6.43
6794,01,27,26.67,1,41,06,04.0,6.42
6813,01,27,39.09,1,45,24,25.0,4.83
6822,01,27,46.44,0,10,54,05.8,6.13
6867,01,28,21.94,0,43,19,03.8,3.41
6868,01,28,22.85,1,07,57,40.9,6.22
6952,01,29,30.54,0,46,45,23.3,6.25
6960,01,29,36.10,0,21,37,45.6,5.11
6971,01,29,42.79,0,25,37,04.0,6.37
6981,01,29,52.83,1,18,21,20.4,6.01
6999,01,30,06.10,1,47,00,26.6,5.27
7007,01,30,10.94,1,06,08,38.2,4.84
7016,01,30,22.88,0,26,12,28.3,5.92
7050,01,30,52.01,1,66,05,53.2,6.15
7078,01,31,13.52,1,70,15,53.2,5.82
7083,01,31,14.98,0,49,04,23.1,3.93
7097,01,31,28.99,1,15,20,45.0,3.62
7115,01,31,39.02,0,45,34,32.6,6.17
7118,01,31,43.25,0,30,16,58.5,5.79
7147,01,32,07.58,1,34,47,59.9,6.39
7189,01,32,36.39,0,49,43,39.1,6.27
7213,01,32,56.05,0,36,51,54.7,5.49
7243,01,33,18.27,1,08,12,31.7,6.31
7251,01,33,25.71,1,58,19,38.4,5.69
7271,01,33,39.26,0,78,30,16.1,6.11
7276,01,33,42.73,0,07,01,30.5,5.75
7283,01,33,48.52,1,89,00,56.6,6.46
7294,01,33,55.93,1,59,13,55.5,4.68
7321,01,34,16.60,1,37,14,13.9,5.9
7345,01,34,37.72,0,15,40,34.9,5.62
7359,01,34,49.05,1,18,27,38.4,5.9
7361,01,34,50.83,0,31,53,32.0,6.11
7362,01,34,51.31,0,03,31,25.7,6.44
7363,01,34,51.55,0,23,41,59.0,6.41
7387,01,35,14.71,0,58,08,21.8,6.03
7436,01,35,46.44,1,14,39,41.2,6.23
7443,01,35,50.60,0,39,56,49.2,6.43
7444,01,35,52.46,1,41,04,35.1,6.39
7447,01,35,54.67,1,17,26,01.6,5.95
7450,01,35,58.96,0,15,24,00.8,5.41
7463,01,36,08.43,0,29,54,26.8,5.69
7493,01,36,27.21,1,48,43,22.2,6.2
7505,01,36,43.52,1,07,49,53.4,6.39
7506,01,36,44.77,0,58,16,15.5,6.18
7513,01,36,47.98,1,41,24,23.0,4.1
7535,01,37,05.96,1,12,08,29.4,5.54
7568,01,37,27.78,0,84,46,10.7,5.66
7580,01,37,37.56,0,09,24,14.6,6.24
7588,01,37,42.75,0,57,14,12.0,0.45
7593,01,37,47.20,1,64,44,21.7,6.49
7597,01,37,52.05,0,03,26,26.3,6.43
7601,01,37,54.98,0,82,58,31.0,5.88
7607,01,37,59.50,1,48,37,42.6,3.59
7617,01,38,07.56,1,57,58,39.5,5.55
7643,01,38,27.49,0,36,31,40.6,5.94
7650,01,38,30.94,1,73,02,24.3,5.28
7651,01,38,31.84,1,45,23,58.9,6.38
7679,01,38,51.71,0,21,16,31.7,5.58
7719,01,39,21.02,1,44,23,10.1,5.01
7740,01,39,40.77,1,16,24,21.2,5.98
7751,01,39,47.24,0,56,11,47.2,5.76
7786,01,40,13.12,1,53,52,05.8,6.35
7818,01,40,34.80,1,40,34,37.6,4.96
7819,01,40,34.89,1,08,45,38.8,6.34
7825,01,40,39.56,1,43,17,51.9,5.63
7874,01,41,18.30,1,25,44,44.9,6.2
7879,01,41,21.29,0,79,08,53.7,6.33
7884,01,41,25.91,1,05,29,15.4,4.45
7886,01,41,27.28,0,38,07,58.7,6.2
7906,01,41,39.24,1,30,02,49.7,5.97
7916,01,41,44.80,0,11,19,25.2,5.75
7918,01,41,46.52,1,42,36,49.7,4.96
7921,01,41,47.95,0,60,47,21.3,5.7
7941,01,42,03.02,0,36,49,56.2,5.7
7943,01,42,03.45,1,35,14,44.8,5.63
7955,01,42,08.65,0,32,19,36.7,5.25
7963,01,42,17.69,1,58,37,39.9,6.35
7965,01,42,20.44,1,68,02,35.0,5.57
7978,01,42,29.15,0,53,44,26.1,5.52
7981,01,42,29.95,1,20,16,12.5,5.24
7999,01,42,43.52,0,03,41,24.4,4.98
8016,01,42,55.73,1,70,37,21.2,5.18
8020,01,42,58.32,1,61,25,15.9,6.33
8044,01,43,16.39,1,45,19,21.5,6.33
8046,01,43,19.74,1,60,33,04.9,5.78
8068,01,43,39.62,1,50,41,19.6,4.01
8086,01,43,50.15,1,32,11,31.2,6.32
8094,01,43,54.81,0,04,45,55.6,6.2
8102,01,44,05.13,0,15,56,22.4,3.49
8115,01,44,17.91,1,57,32,12.0,6.18
8127,01,44,26.53,1,46,08,23.2,6.32
8143,01,44,43.67,0,06,45,58.2,6.45
8148,01,44,46.15,1,57,05,21.2,6.25
8159,01,44,55.85,1,20,05,00.3,6.27
8198,01,45,23.59,1,09,09,27.5,4.26
8209,01,45,38.65,0,25,03,08.8,5.29
8230,01,45,59.27,0,05,43,59.6,5.37
8233,01,46,00.99,0,27,20,55.4,6.38
8240,01,46,05.93,0,50,48,58.4,5.49
8241,01,46,06.14,0,53,31,19.9,5.04
8320,01,47,16.69,0,41,45,36.2,6.18
8362,01,47,44.06,1,63,51,11.2,5.63
8366,01,47,46.69,0,80,10,34.2,6.05
8369,01,47,47.77,0,37,09,34.3,6.33
8370,01,47,48.00,1,46,13,47.6,6.33
8387,01,48,10.90,1,16,57,20.3,5.86
8404,01,48,26.02,1,03,41,07.5,5.91
8423,01,48,38.84,1,37,57,10.6,5.94
8433,01,48,41.68,1,32,41,22.2,5.78
8475,01,49,15.56,1,47,53,49.0,6.01
8480,01,49,19.36,0,31,04,20.7,6.35
8497,01,49,35.19,0,10,41,10.3,4.66
8514,01,49,48.86,0,38,24,12.5,6.37
8544,01,50,08.58,1,22,16,31.3,5.83
8552,01,50,20.08,0,47,48,59.4,6.14
8588,01,50,52.01,1,11,02,36.4,5.92
8593,01,50,54.48,0,50,12,22.1,5.94
8598,01,50,57.09,1,51,56,01.3,5.96
8641,01,51,26.35,0,39,50,09.2,6.44
8645,01,51,27.61,0,10,20,05.8,3.74
8664,01,51,37.80,0,06,52,26.8,6.42
8688,01,51,46.09,0,15,38,50.9,6.44
8704,01,51,59.31,1,55,08,50.7,5.53
